6.604801,133.899994,10.126624,35.891499,19.749405
6.616219,134.690002,10.144546,35.64851,19.635513
6.51098,132.25,10.090778,35.486507,19.491249
6.498945,130,9.848815,35.423508,19.551987
6.54215,133.520004,9.768159,36.314484,19.999973
6.484439,130.309998,9.759198,37.286469,19.741812
6.410679,127.349998,9.65166,34.865513,18.914181
6.501104,129.110001,9.777121,34.973507,18.997698
6.463451,127.349998,9.732313,34.505505,18.762312
6.355436,127.139999,9.759198,33.137539,18.602863
6.63659,127.610001,9.714389,33.335529,18.769905
6.534435,125.779999,9.696467,33.29953,18.640829
6.42148,126.620003,9.490352,32.840538,18.359894
6.102983,121.43,9.293193,30.860561,17.547436
6.267169,120.309998,9.069155,31.400555,17.987827
6.355743,119.480003,8.970576,31.499557,17.729666
6.415617,122.75,9.284233,31.985556,17.866343
6.15051,126.029999,9.185655,30.041576,17.591593
5.927377,125.410004,9.105001,29.708582,17.171837
6.009779,118.870003,9.033307,30.257576,17.591593
6.044655,118.120003,9.185655,30.536573,17.79002
6.148659,119.099998,9.373849,29.888578,17.706068
5.927071,115.940002,9.105001,29.024593,17.240519
6.03231,117.389999,9.149809,29.960581,17.530539
5.990953,116.830002,9.105001,29.672585,17.629747
6.054839,118.029999,9.006424,30.320576,17.843451
6.021814,117.360001,9.051229,30.320576,17.889242
6.131377,120.089996,9.920506,31.292559,18.141092
6.184149,119.660004,9.956354,31.544558,18.339521
6.277353,117.529999,9.866737,32.138546,18.919542
6.251121,116.309998,9.992202,31.74255,18.85849
6.262847,118.080002,9.855943,31.616554,18.950077
6.223962,117.519997,9.80144,32.093544,19.087446
6.185386,118.010002,9.656099,31.724558,18.873755
6.081687,117.239998,9.583427,29.834581,18.545586
6.192791,119.720001,9.72877,30.347576,18.889017
6.234147,118.199997,9.737854,30.383564,18.713482
6.315006,118.400002,9.656099,30.51857,18.606634
6.449873,124.540001,9.937696,31.625553,18.797436
6.445552,125.529999,9.819607,31.931549,18.682955
6.460366,125.889999,9.964949,31.679554,18.621902
6.502955,128.529999,10.019449,31.067568,18.827961
6.75726,128.910004,10.019449,31.247557,19.056923
6.761272,130.110001,10.092122,31.454546,18.843229
6.882867,128.820007,10.092122,31.274555,18.461628
6.939038,130.509995,10.155708,32.003548,18.766909
6.959407,133.580002,10.455475,31.265558,18.370047
6.993356,131.820007,10.41914,30.833567,18.31662
6.908176,131.130005,10.482725,29.411587,18.270836
